Sourcefile												
Exporttime												
												
Start Time												
End Time												
												
			22 - CO2			44 - CO2			32 - O2			28 - CO
Time		Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
7/15/2020 03:46:54.066 	1764,084	17605,36	2,49E-11	7/15/2020 03:46:54.400 	17605,471	3,46E-09	7/15/2020 03:46:54.622 	17605,693	6,81E-10	7/15/2020 03:46:54.960 	17606,032	2,29E-08
7/15/2020 03:46:55.183 	1765,2	17606,476	2,51E-11	7/15/2020 03:46:55.516 	17606,587	3,51E-09	7/15/2020 03:46:55.743 	17606,814	6,69E-10	7/15/2020 03:46:56.079 	17607,15	2,35E-08
7/15/2020 03:46:56.301 	1766,318	17607,594	2,51E-11	7/15/2020 03:46:56.633 	17607,705	3,54E-09	7/15/2020 03:46:56.860 	17607,931	6,59E-10	7/15/2020 03:46:57.199 	17608,27	2,41E-08
7/15/2020 03:46:57.421 	1767,438	17608,714	2,56E-11	7/15/2020 03:46:57.753 	17608,825	3,58E-09	7/15/2020 03:46:57.976 	17609,048	6,50E-10	7/15/2020 03:46:58.312 	17609,384	2,47E-08
7/15/2020 03:46:58.535 	1768,552	17609,828	2,57E-11	7/15/2020 03:46:58.867 	17609,939	3,60E-09	7/15/2020 03:46:59.090 	17610,162	6,41E-10	7/15/2020 03:46:59.424 	17610,496	2,52E-08
7/15/2020 03:46:59.647 	1769,664	17610,94	2,61E-11	7/15/2020 03:46:59.980 	17611,051	3,62E-09	7/15/2020 03:47:00.201 	17611,273	6,32E-10	7/15/2020 03:47:00.537 	17611,609	2,57E-08
7/15/2020 03:47:00.760 	1770,777	17612,053	2,62E-11	7/15/2020 03:47:01.093 	17612,164	3,63E-09	7/15/2020 03:47:01.317 	17612,388	6,22E-10	7/15/2020 03:47:01.650 	17612,722	2,61E-08
7/15/2020 03:47:01.872 	1771,89	17613,166	2,66E-11	7/15/2020 03:47:02.206 	17613,277	3,64E-09	7/15/2020 03:47:02.428 	17613,499	6,17E-10	7/15/2020 03:47:02.761 	17613,833	2,65E-08
7/15/2020 03:47:02.984 	1773,001	17614,277	2,60E-11	7/15/2020 03:47:03.318 	17614,389	3,64E-09	7/15/2020 03:47:03.539 	17614,611	6,10E-10	7/15/2020 03:47:03.872 	17614,944	2,69E-08
7/15/2020 03:47:04.095 	1774,112	17615,388	2,62E-11	7/15/2020 03:47:04.428 	17615,499	3,64E-09	7/15/2020 03:47:04.650 	17615,722	6,07E-10	7/15/2020 03:47:04.984 	17616,055	2,72E-08
7/15/2020 03:47:05.206 	1775,223	17616,499	2,63E-11	7/15/2020 03:47:05.538 	17616,61	3,63E-09	7/15/2020 03:47:05.760 	17616,832	5,98E-10	7/15/2020 03:47:06.098 	17617,17	2,75E-08
7/15/2020 03:47:06.320 	1776,338	17617,614	2,57E-11	7/15/2020 03:47:06.654 	17617,725	3,61E-09	7/15/2020 03:47:06.876 	17617,947	5,90E-10	7/15/2020 03:47:07.208 	17618,28	2,79E-08
7/15/2020 03:47:07.431 	1777,448	17618,724	2,60E-11	7/15/2020 03:47:07.763 	17618,835	3,60E-09	7/15/2020 03:47:07.985 	17619,057	5,87E-10	7/15/2020 03:47:08.320 	17619,391	2,82E-08
7/15/2020 03:47:08.542 	1778,559	17619,835	2,56E-11	7/15/2020 03:47:08.874 	17619,946	3,57E-09	7/15/2020 03:47:09.098 	17620,17	5,83E-10	7/15/2020 03:47:09.432 	17620,503	2,84E-08
7/15/2020 03:47:09.655 	1779,672	17620,948	2,51E-11	7/15/2020 03:47:09.987 	17621,059	3,56E-09	7/15/2020 03:47:10.209 	17621,281	5,76E-10	7/15/2020 03:47:10.543 	17621,614	2,86E-08
7/15/2020 03:47:10.765 	1780,782	17622,058	2,56E-11	7/15/2020 03:47:11.097 	17622,169	3,54E-09	7/15/2020 03:47:11.321 	17622,393	5,71E-10	7/15/2020 03:47:11.657 	17622,729	2,89E-08
7/15/2020 03:47:11.880 	1781,897	17623,173	2,49E-11	7/15/2020 03:47:12.213 	17623,284	3,50E-09	7/15/2020 03:47:12.435 	17623,507	5,68E-10	7/15/2020 03:47:12.768 	17623,84	2,91E-08
7/15/2020 03:47:12.991 	1783,008	17624,284	2,47E-11	7/15/2020 03:47:13.324 	17624,395	3,48E-09	7/15/2020 03:47:13.546 	17624,618	5,64E-10	7/15/2020 03:47:13.881 	17624,953	2,93E-08
7/15/2020 03:47:14.104 	1784,121	17625,397	2,49E-11	7/15/2020 03:47:14.437 	17625,508	3,46E-09	7/15/2020 03:47:14.658 	17625,73	5,59E-10	7/15/2020 03:47:14.993 	17626,065	2,94E-08
7/15/2020 03:47:15.216 	1785,233	17626,509	2,48E-11	7/15/2020 03:47:15.549 	17626,62	3,43E-09	7/15/2020 03:47:15.770 	17626,842	5,59E-10	7/15/2020 03:47:16.104 	17627,176	2,96E-08
7/15/2020 03:47:16.327 	1786,344	17627,62	2,49E-11	7/15/2020 03:47:16.659 	17627,731	3,40E-09	7/15/2020 03:47:16.881 	17627,953	5,52E-10	7/15/2020 03:47:17.216 	17628,288	2,98E-08
7/15/2020 03:47:17.439 	1787,456	17628,732	2,44E-11	7/15/2020 03:47:17.772 	17628,843	3,37E-09	7/15/2020 03:47:17.993 	17629,065	5,43E-10	7/15/2020 03:47:18.328 	17629,399	2,99E-08
7/15/2020 03:47:18.550 	1788,567	17629,843	2,46E-11	7/15/2020 03:47:18.882 	17629,954	3,34E-09	7/15/2020 03:47:19.104 	17630,176	5,41E-10	7/15/2020 03:47:19.439 	17630,51	3,01E-08
7/15/2020 03:47:19.661 	1789,678	17630,954	2,37E-11	7/15/2020 03:47:19.993 	17631,065	3,31E-09	7/15/2020 03:47:20.216 	17631,287	5,36E-10	7/15/2020 03:47:20.550 	17631,621	3,02E-08
7/15/2020 03:47:20.771 	1790,789	17632,065	2,32E-11	7/15/2020 03:47:21.104 	17632,176	3,28E-09	7/15/2020 03:47:21.327 	17632,398	5,34E-10	7/15/2020 03:47:21.661 	17632,732	3,04E-08
7/15/2020 03:47:21.882 	1791,9	17633,176	2,33E-11	7/15/2020 03:47:22.216 	17633,287	3,27E-09	7/15/2020 03:47:22.440 	17633,511	5,31E-10	7/15/2020 03:47:22.773 	17633,844	3,05E-08
7/15/2020 03:47:22.995 	1793,013	17634,289	2,34E-11	7/15/2020 03:47:23.328 	17634,4	3,24E-09	7/15/2020 03:47:23.551 	17634,622	5,28E-10	7/15/2020 03:47:23.886 	17634,957	3,06E-08
7/15/2020 03:47:24.108 	1794,125	17635,401	2,35E-11	7/15/2020 03:47:24.440 	17635,512	3,21E-09	7/15/2020 03:47:24.663 	17635,734	5,23E-10	7/15/2020 03:47:24.997 	17636,068	3,07E-08
7/15/2020 03:47:25.218 	1795,236	17636,512	2,29E-11	7/15/2020 03:47:25.552 	17636,623	3,18E-09	7/15/2020 03:47:25.774 	17636,845	5,19E-10	7/15/2020 03:47:26.106 	17637,178	3,07E-08
7/15/2020 03:47:26.328 	1796,346	17637,622	2,28E-11	7/15/2020 03:47:26.662 	17637,733	3,15E-09	7/15/2020 03:47:26.885 	17637,956	5,14E-10	7/15/2020 03:47:27.221 	17638,292	3,06E-08
7/15/2020 03:47:27.442 	1797,46	17638,736	2,27E-11	7/15/2020 03:47:27.776 	17638,847	3,12E-09	7/15/2020 03:47:27.999 	17639,07	5,06E-10	7/15/2020 03:47:28.332 	17639,403	3,05E-08
7/15/2020 03:47:28.553 	1798,571	17639,847	2,24E-11	7/15/2020 03:47:28.887 	17639,958	3,09E-09	7/15/2020 03:47:29.109 	17640,18	4,99E-10	7/15/2020 03:47:29.443 	17640,515	3,01E-08
7/15/2020 03:47:29.665 	1799,683	17640,959	2,28E-11	7/15/2020 03:47:29.999 	17641,07	3,05E-09	7/15/2020 03:47:30.224 	17641,296	4,88E-10	7/15/2020 03:47:30.559 	17641,63	2,95E-08
7/15/2020 03:47:30.782 	1800,799	17642,075	2,21E-11	7/15/2020 03:47:31.114 	17642,186	3,00E-09	7/15/2020 03:47:31.336 	17642,408	4,75E-10	7/15/2020 03:47:31.670 	17642,741	2,87E-08
7/15/2020 03:47:31.893 	1801,91	17643,186	2,17E-11	7/15/2020 03:47:32.225 	17643,297	2,96E-09	7/15/2020 03:47:32.448 	17643,52	4,63E-10	7/15/2020 03:47:32.783 	17643,854	2,77E-08
7/15/2020 03:47:33.006 	1803,023	17644,299	2,16E-11	7/15/2020 03:47:33.338 	17644,41	2,90E-09	7/15/2020 03:47:33.560 	17644,632	4,49E-10	7/15/2020 03:47:33.897 	17644,969	2,65E-08
7/15/2020 03:47:34.120 	1804,137	17645,413	2,12E-11	7/15/2020 03:47:34.453 	17645,524	2,82E-09	7/15/2020 03:47:34.674 	17645,746	4,32E-10	7/15/2020 03:47:35.009 	17646,081	2,51E-08
7/15/2020 03:47:35.232 	1805,249	17646,525	2,02E-11	7/15/2020 03:47:35.565 	17646,636	2,74E-09	7/15/2020 03:47:35.786 	17646,858	4,17E-10	7/15/2020 03:47:36.122 	17647,194	2,36E-08
7/15/2020 03:47:36.344 	1806,366	17647,642	1,95E-11	7/15/2020 03:47:36.681 	17647,753	2,64E-09	7/15/2020 03:47:36.905 	17647,977	4,02E-10	7/15/2020 03:47:37.240 	17648,311	2,21E-08
7/15/2020 03:47:37.462 	1807,479	17648,755	1,91E-11	7/15/2020 03:47:37.794 	17648,866	2,55E-09	7/15/2020 03:47:38.023 	17649,094	3,91E-10	7/15/2020 03:47:38.358 	17649,429	2,04E-08
7/15/2020 03:47:38.579 	1808,597	17649,873	1,83E-11	7/15/2020 03:47:38.912 	17649,984	2,45E-09	7/15/2020 03:47:39.136 	17650,207	3,79E-10	7/15/2020 03:47:39.470 	17650,541	1,88E-08
7/15/2020 03:47:39.692 	1809,709	17650,985	1,66E-11	7/15/2020 03:47:40.024 	17651,096	2,34E-09	7/15/2020 03:47:40.247 	17651,318	3,70E-10	7/15/2020 03:47:40.579 	17651,651	1,73E-08
7/15/2020 03:47:40.801 	1810,819	17652,095	1,65E-11	7/15/2020 03:47:41.135 	17652,206	2,24E-09	7/15/2020 03:47:41.360 	17652,432	3,65E-10	7/15/2020 03:47:41.694 	17652,765	1,59E-08
7/15/2020 03:47:41.916 	1811,934	17653,21	1,54E-11	7/15/2020 03:47:42.249 	17653,321	2,13E-09	7/15/2020 03:47:42.472 	17653,544	3,64E-10	7/15/2020 03:47:42.806 	17653,877	1,45E-08
7/15/2020 03:47:43.027 	1813,048	17654,324	1,48E-11	7/15/2020 03:47:43.363 	17654,435	2,03E-09	7/15/2020 03:47:43.590 	17654,661	3,63E-10	7/15/2020 03:47:43.927 	17654,998	1,32E-08
7/15/2020 03:47:44.149 	1814,166	17655,442	1,42E-11	7/15/2020 03:47:44.481 	17655,553	1,95E-09	7/15/2020 03:47:44.711 	17655,782	3,68E-10	7/15/2020 03:47:45.045 	17656,116	1,20E-08
7/15/2020 03:47:45.266 	1815,286	17656,562	1,29E-11	7/15/2020 03:47:45.601 	17656,673	1,86E-09	7/15/2020 03:47:45.826 	17656,898	3,79E-10	7/15/2020 03:47:46.160 	17657,231	1,10E-08
7/15/2020 03:47:46.382 	1816,402	17657,678	1,24E-11	7/15/2020 03:47:46.718 	17657,789	1,79E-09	7/15/2020 03:47:46.940 	17658,011	3,93E-10	7/15/2020 03:47:47.277 	17658,348	9,99E-09
7/15/2020 03:47:47.498 	1817,518	17658,794	1,26E-11	7/15/2020 03:47:47.833 	17658,905	1,73E-09	7/15/2020 03:47:48.056 	17659,127	4,11E-10	7/15/2020 03:47:48.391 	17659,462	9,11E-09
7/15/2020 03:47:48.613 	1818,631	17659,907	1,12E-11	7/15/2020 03:47:48.946 	17660,018	1,68E-09	7/15/2020 03:47:49.168 	17660,24	4,34E-10	7/15/2020 03:47:49.504 	17660,575	8,32E-09
7/15/2020 03:47:49.726 	1819,743	17661,019	9,57E-12	7/15/2020 03:47:50.058 	17661,13	1,66E-09	7/15/2020 03:47:50.280 	17661,352	4,66E-10	7/15/2020 03:47:50.615 	17661,686	7,61E-09
7/15/2020 03:47:50.837 	1820,857	17662,133	1,10E-11	7/15/2020 03:47:51.173 	17662,244	1,63E-09	7/15/2020 03:47:51.395 	17662,467	4,96E-10	7/15/2020 03:47:51.730 	17662,802	6,98E-09
7/15/2020 03:47:51.952 	1821,973	17663,249	1,10E-11	7/15/2020 03:47:52.288 	17663,36	1,63E-09	7/15/2020 03:47:52.511 	17663,582	5,35E-10	7/15/2020 03:47:52.845 	17663,916	6,39E-09
7/15/2020 03:47:53.066 	1823,086	17664,362	1,06E-11	7/15/2020 03:47:53.401 	17664,473	1,64E-09	7/15/2020 03:47:53.625 	17664,697	5,79E-10	7/15/2020 03:47:53.959 	17665,03	5,87E-09
7/15/2020 03:47:54.181 	1824,199	17665,475	1,14E-11	7/15/2020 03:47:54.514 	17665,586	1,66E-09	7/15/2020 03:47:54.739 	17665,811	6,29E-10	7/15/2020 03:47:55.072 	17666,144	5,41E-09
7/15/2020 03:47:55.295 	1825,317	17666,593	1,02E-11	7/15/2020 03:47:55.632 	17666,704	1,69E-09	7/15/2020 03:47:55.861 	17666,932	6,87E-10	7/15/2020 03:47:56.197 	17667,268	4,99E-09
7/15/2020 03:47:56.418 	1826,44	17667,716	1,15E-11	7/15/2020 03:47:56.755 	17667,827	1,74E-09	7/15/2020 03:47:56.978 	17668,05	7,50E-10	7/15/2020 03:47:57.312 	17668,384	4,64E-09
7/15/2020 03:47:57.535 	1827,552	17668,828	1,26E-11	7/15/2020 03:47:57.868 	17668,939	1,79E-09	7/15/2020 03:47:58.089 	17669,161	8,18E-10	7/15/2020 03:47:58.426 	17669,498	4,31E-09
7/15/2020 03:47:58.648 	1828,667	17669,943	1,36E-11	7/15/2020 03:47:58.983 	17670,054	1,84E-09	7/15/2020 03:47:59.208 	17670,279	9,05E-10	7/15/2020 03:47:59.541 	17670,612	4,03E-09
7/15/2020 03:47:59.762 	1829,78	17671,056	1,33E-11	7/15/2020 03:48:00.096 	17671,168	1,90E-09	7/15/2020 03:48:00.327 	17671,398	9,91E-10	7/15/2020 03:48:00.662 	17671,733	3,79E-09
7/15/2020 03:48:00.883 	1830,902	17672,178	1,46E-11	7/15/2020 03:48:01.217 	17672,289	1,97E-09	7/15/2020 03:48:01.440 	17672,512	1,09E-09	7/15/2020 03:48:01.776 	17672,848	3,56E-09
7/15/2020 03:48:01.999 	1832,016	17673,292	1,52E-11	7/15/2020 03:48:02.332 	17673,403	2,02E-09	7/15/2020 03:48:02.553 	17673,625	1,20E-09	7/15/2020 03:48:02.887 	17673,958	3,38E-09
7/15/2020 03:48:03.109 	1833,126	17674,402	1,57E-11	7/15/2020 03:48:03.441 	17674,513	2,08E-09	7/15/2020 03:48:03.672 	17674,743	1,33E-09	7/15/2020 03:48:04.006 	17675,077	3,21E-09
7/15/2020 03:48:04.227 	1834,245	17675,521	1,56E-11	7/15/2020 03:48:04.560 	17675,632	2,14E-09	7/15/2020 03:48:04.792 	17675,863	1,46E-09	7/15/2020 03:48:05.128 	17676,199	3,08E-09
7/15/2020 03:48:05.350 	1835,367	17676,643	1,60E-11	7/15/2020 03:48:05.682 	17676,754	2,18E-09	7/15/2020 03:48:05.904 	17676,976	1,61E-09	7/15/2020 03:48:06.238 	17677,309	2,95E-09
7/15/2020 03:48:06.460 	1836,477	17677,753	1,67E-11	7/15/2020 03:48:06.792 	17677,864	2,23E-09	7/15/2020 03:48:07.022 	17678,093	1,77E-09	7/15/2020 03:48:07.357 	17678,428	2,85E-09
7/15/2020 03:48:07.578 	1837,596	17678,872	1,62E-11	7/15/2020 03:48:07.912 	17678,983	2,26E-09	7/15/2020 03:48:08.134 	17679,205	1,93E-09	7/15/2020 03:48:08.466 	17679,538	2,76E-09
7/15/2020 03:48:08.688 	1838,706	17679,982	1,72E-11	7/15/2020 03:48:09.022 	17680,093	2,29E-09	7/15/2020 03:48:09.245 	17680,316	2,11E-09	7/15/2020 03:48:09.577 	17680,649	2,69E-09
7/15/2020 03:48:09.800 	1839,818	17681,094	1,73E-11	7/15/2020 03:48:10.134 	17681,205	2,32E-09	7/15/2020 03:48:10.355 	17681,427	2,30E-09	7/15/2020 03:48:10.689 	17681,761	2,61E-09
7/15/2020 03:48:10.912 	1840,929	17682,205	1,78E-11	7/15/2020 03:48:11.245 	17682,316	2,34E-09	7/15/2020 03:48:11.468 	17682,539	2,48E-09	7/15/2020 03:48:11.801 	17682,873	2,56E-09
7/15/2020 03:48:12.024 	1842,044	17683,32	1,76E-11	7/15/2020 03:48:12.360 	17683,431	2,36E-09	7/15/2020 03:48:12.591 	17683,662	2,68E-09	7/15/2020 03:48:12.927 	17683,998	2,50E-09
7/15/2020 03:48:13.149 	1843,167	17684,443	1,77E-11	7/15/2020 03:48:13.482 	17684,554	2,37E-09	7/15/2020 03:48:13.704 	17684,776	2,88E-09	7/15/2020 03:48:14.041 	17685,113	2,45E-09
7/15/2020 03:48:14.264 	1844,281	17685,557	1,73E-11	7/15/2020 03:48:14.597 	17685,668	2,38E-09	7/15/2020 03:48:14.824 	17685,895	3,08E-09	7/15/2020 03:48:15.157 	17686,228	2,41E-09
7/15/2020 03:48:15.379 	1845,397	17686,673	1,75E-11	7/15/2020 03:48:15.712 	17686,784	2,39E-09	7/15/2020 03:48:15.936 	17687,008	3,29E-09	7/15/2020 03:48:16.271 	17687,342	2,38E-09
7/15/2020 03:48:16.493 	1846,511	17687,787	1,76E-11	7/15/2020 03:48:16.826 	17687,898	2,39E-09	7/15/2020 03:48:17.048 	17688,12	3,49E-09	7/15/2020 03:48:17.383 	17688,454	2,35E-09
7/15/2020 03:48:17.605 	1847,624	17688,9	1,79E-11	7/15/2020 03:48:17.939 	17689,011	2,39E-09	7/15/2020 03:48:18.167 	17689,238	3,69E-09	7/15/2020 03:48:18.502 	17689,573	2,32E-09
7/15/2020 03:48:18.723 	1848,741	17690,017	1,79E-11	7/15/2020 03:48:19.056 	17690,128	2,39E-09	7/15/2020 03:48:19.279 	17690,35	3,91E-09	7/15/2020 03:48:19.616 	17690,687	2,29E-09
7/15/2020 03:48:19.838 	1849,855	17691,131	1,73E-11	7/15/2020 03:48:20.170 	17691,242	2,39E-09	7/15/2020 03:48:20.398 	17691,469	4,10E-09	7/15/2020 03:48:20.732 	17691,803	2,26E-09
7/15/2020 03:48:20.953 	1850,971	17692,247	1,80E-11	7/15/2020 03:48:21.287 	17692,358	2,39E-09	7/15/2020 03:48:21.510 	17692,581	4,30E-09	7/15/2020 03:48:21.846 	17692,917	2,24E-09
7/15/2020 03:48:22.067 	1852,086	17693,362	1,73E-11	7/15/2020 03:48:22.401 	17693,473	2,39E-09	7/15/2020 03:48:22.624 	17693,696	4,49E-09	7/15/2020 03:48:22.958 	17694,029	2,21E-09
7/15/2020 03:48:23.180 	1853,197	17694,473	1,75E-11	7/15/2020 03:48:23.512 	17694,584	2,38E-09	7/15/2020 03:48:23.736 	17694,807	4,68E-09	7/15/2020 03:48:24.071 	17695,142	2,20E-09
7/15/2020 03:48:24.293 	1854,31	17695,586	1,79E-11	7/15/2020 03:48:24.625 	17695,697	2,38E-09	7/15/2020 03:48:24.848 	17695,92	4,87E-09	7/15/2020 03:48:25.185 	17696,257	2,18E-09
7/15/2020 03:48:25.408 	1855,425	17696,701	1,75E-11	7/15/2020 03:48:25.741 	17696,812	2,37E-09	7/15/2020 03:48:25.968 	17697,04	5,05E-09	7/15/2020 03:48:26.304 	17697,376	2,15E-09
7/15/2020 03:48:26.528 	1856,545	17697,821	1,68E-11	7/15/2020 03:48:26.861 	17697,932	2,36E-09	7/15/2020 03:48:27.082 	17698,154	5,23E-09	7/15/2020 03:48:27.417 	17698,489	2,14E-09
7/15/2020 03:48:27.640 	1857,657	17698,933	1,77E-11	7/15/2020 03:48:27.973 	17699,044	2,35E-09	7/15/2020 03:48:28.195 	17699,267	5,42E-09	7/15/2020 03:48:28.529 	17699,601	2,12E-09
7/15/2020 03:48:28.752 	1858,769	17700,045	1,70E-11	7/15/2020 03:48:29.085 	17700,156	2,34E-09	7/15/2020 03:48:29.312 	17700,383	5,60E-09	7/15/2020 03:48:29.645 	17700,716	2,11E-09
7/15/2020 03:48:29.866 	1859,884	17701,16	1,66E-11	7/15/2020 03:48:30.200 	17701,271	2,33E-09	7/15/2020 03:48:30.431 	17701,502	5,76E-09	7/15/2020 03:48:30.764 	17701,835	2,09E-09
7/15/2020 03:48:30.985 	1861,005	17702,281	1,68E-11	7/15/2020 03:48:31.320 	17702,392	2,30E-09	7/15/2020 03:48:31.543 	17702,614	5,93E-09	7/15/2020 03:48:31.878 	17702,949	2,08E-09
7/15/2020 03:48:32.099 	1862,122	17703,398	1,67E-11	7/15/2020 03:48:32.438 	17703,509	2,29E-09	7/15/2020 03:48:32.664 	17703,735	6,09E-09	7/15/2020 03:48:33.000 	17704,072	2,06E-09
7/15/2020 03:48:33.223 	1863,24	17704,516	1,68E-11	7/15/2020 03:48:33.555 	17704,627	2,28E-09	7/15/2020 03:48:33.777 	17704,849	6,26E-09	7/15/2020 03:48:34.112 	17705,184	2,04E-09
7/15/2020 03:48:34.336 	1864,353	17705,629	1,63E-11	7/15/2020 03:48:34.669 	17705,74	2,26E-09	7/15/2020 03:48:34.890 	17705,962	6,40E-09	7/15/2020 03:48:35.225 	17706,297	2,03E-09
7/15/2020 03:48:35.448 	1865,465	17706,741	1,64E-11	7/15/2020 03:48:35.781 	17706,852	2,24E-09	7/15/2020 03:48:36.006 	17707,077	6,55E-09	7/15/2020 03:48:36.341 	17707,412	2,03E-09
7/15/2020 03:48:36.562 	1866,581	17707,857	1,62E-11	7/15/2020 03:48:36.896 	17707,968	2,22E-09	7/15/2020 03:48:37.126 	17708,197	6,71E-09	7/15/2020 03:48:37.458 	17708,53	2,01E-09
7/15/2020 03:48:37.680 	1867,698	17708,974	1,60E-11	7/15/2020 03:48:38.014 	17709,085	2,20E-09	7/15/2020 03:48:38.242 	17709,314	6,85E-09	7/15/2020 03:48:38.576 	17709,648	2,00E-09
7/15/2020 03:48:38.799 	1868,816	17710,092	1,58E-11	7/15/2020 03:48:39.132 	17710,203	2,18E-09	7/15/2020 03:48:39.354 	17710,426	6,99E-09	7/15/2020 03:48:39.688 	17710,76	1,99E-09
7/15/2020 03:48:39.911 	1869,928	17711,204	1,59E-11	7/15/2020 03:48:40.243 	17711,315	2,16E-09	7/15/2020 03:48:40.466 	17711,538	7,14E-09	7/15/2020 03:48:40.802 	17711,874	1,98E-09
7/15/2020 03:48:41.024 	1871,042	17712,318	1,58E-11	7/15/2020 03:48:41.358 	17712,429	2,14E-09	7/15/2020 03:48:41.581 	17712,652	7,25E-09	7/15/2020 03:48:41.916 	17712,987	1,97E-09
7/15/2020 03:48:42.137 	1872,155	17713,431	1,51E-11	7/15/2020 03:48:42.471 	17713,542	2,12E-09	7/15/2020 03:48:42.693 	17713,764	7,38E-09	7/15/2020 03:48:43.030 	17714,101	1,96E-09
7/15/2020 03:48:43.251 	1873,269	17714,545	1,46E-11	7/15/2020 03:48:43.585 	17714,657	2,09E-09	7/15/2020 03:48:43.809 	17714,881	7,49E-09	7/15/2020 03:48:44.143 	17715,214	1,94E-09
7/15/2020 03:48:44.365 	1874,382	17715,658	1,45E-11	7/15/2020 03:48:44.697 	17715,769	2,07E-09	7/15/2020 03:48:44.920 	17715,992	7,62E-09	7/15/2020 03:48:45.255 	17716,326	1,93E-09
7/15/2020 03:48:45.477 	1875,494	17716,77	1,40E-11	7/15/2020 03:48:45.809 	17716,881	2,05E-09	7/15/2020 03:48:46.040 	17717,111	7,72E-09	7/15/2020 03:48:46.373 	17717,444	1,92E-09
7/15/2020 03:48:46.594 	1876,612	17717,888	1,42E-11	7/15/2020 03:48:46.928 	17717,999	2,02E-09	7/15/2020 03:48:47.150 	17718,221	7,83E-09	7/15/2020 03:48:47.485 	17718,556	1,91E-09
7/15/2020 03:48:47.706 	1877,724	17719	1,50E-11	7/15/2020 03:48:48.040 	17719,111	2,00E-09	7/15/2020 03:48:48.269 	17719,34	7,94E-09	7/15/2020 03:48:48.606 	17719,677	1,90E-09
7/15/2020 03:48:48.828 	1878,845	17720,121	1,39E-11	7/15/2020 03:48:49.160 	17720,232	1,97E-09	7/15/2020 03:48:49.384 	17720,455	8,05E-09	7/15/2020 03:48:49.719 	17720,79	1,89E-09
7/15/2020 03:48:49.941 	1879,959	17721,235	1,34E-11	7/15/2020 03:48:50.274 	17721,346	1,95E-09	7/15/2020 03:48:50.498 	17721,57	8,14E-09	7/15/2020 03:48:50.832 	17721,903	1,87E-09
7/15/2020 03:48:51.054 	1881,071	17722,347	1,30E-11	7/15/2020 03:48:51.386 	17722,458	1,92E-09	7/15/2020 03:48:51.615 	17722,686	8,23E-09	7/15/2020 03:48:51.952 	17723,023	1,87E-09
7/15/2020 03:48:52.174 	1882,193	17723,469	1,30E-11	7/15/2020 03:48:52.509 	17723,58	1,90E-09	7/15/2020 03:48:52.732 	17723,803	8,33E-09	7/15/2020 03:48:53.064 	17724,136	1,87E-09
7/15/2020 03:48:53.287 	1883,305	17724,581	1,20E-11	7/15/2020 03:48:53.621 	17724,692	1,87E-09	7/15/2020 03:48:53.843 	17724,915	8,41E-09	7/15/2020 03:48:54.177 	17725,249	1,85E-09
7/15/2020 03:48:54.400 	1884,417	17725,693	1,30E-11	7/15/2020 03:48:54.733 	17725,804	1,84E-09	7/15/2020 03:48:54.956 	17726,027	8,49E-09	7/15/2020 03:48:55.289 	17726,361	1,84E-09
7/15/2020 03:48:55.512 	1885,53	17726,806	1,31E-11	7/15/2020 03:48:55.846 	17726,917	1,82E-09	7/15/2020 03:48:56.069 	17727,14	8,57E-09	7/15/2020 03:48:56.403 	17727,475	1,83E-09
7/15/2020 03:48:56.625 	1886,644	17727,92	1,20E-11	7/15/2020 03:48:56.960 	17728,031	1,80E-09	7/15/2020 03:48:57.182 	17728,253	8,65E-09	7/15/2020 03:48:57.514 	17728,586	1,83E-09
7/15/2020 03:48:57.736 	1887,757	17729,033	1,14E-11	7/15/2020 03:48:58.072 	17729,144	1,77E-09	7/15/2020 03:48:58.302 	17729,373	8,73E-09	7/15/2020 03:48:58.638 	17729,709	1,82E-09
7/15/2020 03:48:58.860 	1888,88	17730,156	1,10E-11	7/15/2020 03:48:59.196 	17730,267	1,75E-09	7/15/2020 03:48:59.417 	17730,489	8,81E-09	7/15/2020 03:48:59.751 	17730,822	1,81E-09
7/15/2020 03:48:59.973 	1889,99	17731,266	1,10E-11	7/15/2020 03:49:00.305 	17731,377	1,73E-09	7/15/2020 03:49:00.535 	17731,606	8,89E-09	7/15/2020 03:49:00.867 	17731,939	1,80E-09
7/15/2020 03:49:01.089 	1891,113	17732,389	1,14E-11	7/15/2020 03:49:01.429 	17732,5	1,71E-09	7/15/2020 03:49:01.651 	17732,723	8,96E-09	7/15/2020 03:49:01.984 	17733,056	1,79E-09
7/15/2020 03:49:02.207 	1892,227	17733,503	1,04E-11	7/15/2020 03:49:02.543 	17733,614	1,68E-09	7/15/2020 03:49:02.769 	17733,841	9,02E-09	7/15/2020 03:49:03.104 	17734,175	1,78E-09
7/15/2020 03:49:03.326 	1893,346	17734,622	1,09E-11	7/15/2020 03:49:03.662 	17734,733	1,66E-09	7/15/2020 03:49:03.885 	17734,956	9,10E-09	7/15/2020 03:49:04.217 	17735,289	1,78E-09
7/15/2020 03:49:04.440 	1894,457	17735,733	1,02E-11	7/15/2020 03:49:04.773 	17735,844	1,65E-09	7/15/2020 03:49:04.994 	17736,066	9,18E-09	7/15/2020 03:49:05.330 	17736,402	1,77E-09
