Sourcefile												
Exporttime												
												
Start Time												
End Time												
												
			22 - CO2			44 - CO2			32 - O2			28 - CO
Time		Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
7/15/2020 03:21:21.525 	231,542	16072,818	1,80E-11	7/15/2020 03:21:21.857 	16072,929	2,44E-09	7/15/2020 03:21:22.087 	16073,158	4,48E-09	7/15/2020 03:21:22.421 	16073,492	2,26E-09
7/15/2020 03:21:22.642 	232,66	16073,936	1,75E-11	7/15/2020 03:21:22.976 	16074,047	2,44E-09	7/15/2020 03:21:23.202 	16074,274	4,67E-09	7/15/2020 03:21:23.537 	16074,609	2,24E-09
7/15/2020 03:21:23.760 	233,777	16075,053	1,79E-11	7/15/2020 03:21:24.093 	16075,164	2,43E-09	7/15/2020 03:21:24.316 	16075,387	4,88E-09	7/15/2020 03:21:24.649 	16075,721	2,22E-09
7/15/2020 03:21:24.872 	234,889	16076,165	1,76E-11	7/15/2020 03:21:25.205 	16076,276	2,42E-09	7/15/2020 03:21:25.432 	16076,503	5,06E-09	7/15/2020 03:21:25.766 	16076,837	2,20E-09
7/15/2020 03:21:25.987 	236,005	16077,281	1,79E-11	7/15/2020 03:21:26.320 	16077,392	2,42E-09	7/15/2020 03:21:26.551 	16077,622	5,24E-09	7/15/2020 03:21:26.886 	16077,957	2,18E-09
7/15/2020 03:21:27.107 	237,125	16078,401	1,76E-11	7/15/2020 03:21:27.440 	16078,512	2,41E-09	7/15/2020 03:21:27.664 	16078,735	5,43E-09	7/15/2020 03:21:28.000 	16079,071	2,17E-09
7/15/2020 03:21:28.222 	238,242	16079,518	1,75E-11	7/15/2020 03:21:28.558 	16079,629	2,39E-09	7/15/2020 03:21:28.781 	16079,852	5,61E-09	7/15/2020 03:21:29.113 	16080,185	2,15E-09
7/15/2020 03:21:29.336 	239,354	16080,63	1,74E-11	7/15/2020 03:21:29.670 	16080,741	2,38E-09	7/15/2020 03:21:29.891 	16080,963	5,79E-09	7/15/2020 03:21:30.226 	16081,298	2,14E-09
7/15/2020 03:21:30.449 	240,467	16081,743	1,72E-11	7/15/2020 03:21:30.783 	16081,854	2,36E-09	7/15/2020 03:21:31.005 	16082,076	5,94E-09	7/15/2020 03:21:31.338 	16082,41	2,13E-09
7/15/2020 03:21:31.560 	241,578	16082,854	1,73E-11	7/15/2020 03:21:31.894 	16082,965	2,35E-09	7/15/2020 03:21:32.115 	16083,187	6,12E-09	7/15/2020 03:21:32.450 	16083,522	2,11E-09
7/15/2020 03:21:32.672 	242,69	16083,966	1,71E-11	7/15/2020 03:21:33.006 	16084,077	2,34E-09	7/15/2020 03:21:33.228 	16084,299	6,27E-09	7/15/2020 03:21:33.561 	16084,633	2,10E-09
7/15/2020 03:21:33.784 	243,801	16085,077	1,74E-11	7/15/2020 03:21:34.117 	16085,188	2,32E-09	7/15/2020 03:21:34.338 	16085,41	6,43E-09	7/15/2020 03:21:34.672 	16085,744	2,08E-09
7/15/2020 03:21:34.895 	244,912	16086,188	1,67E-11	7/15/2020 03:21:35.228 	16086,299	2,30E-09	7/15/2020 03:21:35.454 	16086,525	6,58E-09	7/15/2020 03:21:35.788 	16086,859	2,07E-09
7/15/2020 03:21:36.009 	246,027	16087,303	1,67E-11	7/15/2020 03:21:36.343 	16087,414	2,28E-09	7/15/2020 03:21:36.569 	16087,641	6,73E-09	7/15/2020 03:21:36.903 	16087,974	2,06E-09
7/15/2020 03:21:37.125 	247,142	16088,418	1,65E-11	7/15/2020 03:21:37.457 	16088,529	2,27E-09	7/15/2020 03:21:37.680 	16088,752	6,87E-09	7/15/2020 03:21:38.014 	16089,085	2,05E-09
7/15/2020 03:21:38.236 	248,253	16089,529	1,63E-11	7/15/2020 03:21:38.568 	16089,64	2,25E-09	7/15/2020 03:21:38.792 	16089,863	7,02E-09	7/15/2020 03:21:39.126 	16090,197	2,03E-09
7/15/2020 03:21:39.347 	249,365	16090,641	1,65E-11	7/15/2020 03:21:39.680 	16090,752	2,23E-09	7/15/2020 03:21:39.905 	16090,977	7,14E-09	7/15/2020 03:21:40.240 	16091,312	2,03E-09
7/15/2020 03:21:40.463 	250,481	16091,757	1,57E-11	7/15/2020 03:21:40.797 	16091,868	2,21E-09	7/15/2020 03:21:41.018 	16092,09	7,27E-09	7/15/2020 03:21:41.353 	16092,425	2,01E-09
7/15/2020 03:21:41.576 	251,593	16092,869	1,59E-11	7/15/2020 03:21:41.909 	16092,98	2,19E-09	7/15/2020 03:21:42.138 	16093,21	7,40E-09	7/15/2020 03:21:42.472 	16093,543	1,99E-09
7/15/2020 03:21:42.694 	252,711	16093,987	1,63E-11	7/15/2020 03:21:43.026 	16094,098	2,16E-09	7/15/2020 03:21:43.257 	16094,329	7,52E-09	7/15/2020 03:21:43.592 	16094,664	1,99E-09
7/15/2020 03:21:43.815 	253,832	16095,108	1,58E-11	7/15/2020 03:21:44.147 	16095,219	2,14E-09	7/15/2020 03:21:44.369 	16095,441	7,65E-09	7/15/2020 03:21:44.703 	16095,774	1,97E-09
7/15/2020 03:21:44.925 	254,943	16096,219	1,55E-11	7/15/2020 03:21:45.258 	16096,33	2,11E-09	7/15/2020 03:21:45.480 	16096,552	7,76E-09	7/15/2020 03:21:45.816 	16096,887	1,97E-09
7/15/2020 03:21:46.038 	256,057	16097,333	1,47E-11	7/15/2020 03:21:46.373 	16097,444	2,10E-09	7/15/2020 03:21:46.594 	16097,666	7,88E-09	7/15/2020 03:21:46.931 	16098,003	1,95E-09
7/15/2020 03:21:47.153 	257,171	16098,447	1,39E-11	7/15/2020 03:21:47.487 	16098,558	2,07E-09	7/15/2020 03:21:47.710 	16098,781	7,98E-09	7/15/2020 03:21:48.047 	16099,118	1,94E-09
7/15/2020 03:21:48.269 	258,286	16099,562	1,42E-11	7/15/2020 03:21:48.601 	16099,673	2,05E-09	7/15/2020 03:21:48.824 	16099,895	8,08E-09	7/15/2020 03:21:49.157 	16100,228	1,93E-09
7/15/2020 03:21:49.378 	259,397	16100,673	1,50E-11	7/15/2020 03:21:49.712 	16100,784	2,02E-09	7/15/2020 03:21:49.941 	16101,012	8,17E-09	7/15/2020 03:21:50.273 	16101,345	1,91E-09
7/15/2020 03:21:50.496 	260,513	16101,789	1,44E-11	7/15/2020 03:21:50.829 	16101,9	1,99E-09	7/15/2020 03:21:51.052 	16102,123	8,28E-09	7/15/2020 03:21:51.385 	16102,457	1,91E-09
7/15/2020 03:21:51.608 	261,625	16102,901	1,34E-11	7/15/2020 03:21:51.941 	16103,012	1,97E-09	7/15/2020 03:21:52.165 	16103,236	8,37E-09	7/15/2020 03:21:52.498 	16103,57	1,89E-09
7/15/2020 03:21:52.720 	262,738	16104,014	1,36E-11	7/15/2020 03:21:53.054 	16104,125	1,95E-09	7/15/2020 03:21:53.276 	16104,347	8,47E-09	7/15/2020 03:21:53.608 	16104,68	1,89E-09
7/15/2020 03:21:53.831 	263,849	16105,125	1,35E-11	7/15/2020 03:21:54.165 	16105,236	1,92E-09	7/15/2020 03:21:54.386 	16105,458	8,56E-09	7/15/2020 03:21:54.722 	16105,794	1,87E-09
7/15/2020 03:21:54.944 	264,964	16106,24	1,32E-11	7/15/2020 03:21:55.280 	16106,351	1,90E-09	7/15/2020 03:21:55.502 	16106,573	8,64E-09	7/15/2020 03:21:55.837 	16106,908	1,87E-09
7/15/2020 03:21:56.058 	266,08	16107,356	1,15E-11	7/15/2020 03:21:56.396 	16107,467	1,88E-09	7/15/2020 03:21:56.624 	16107,696	8,72E-09	7/15/2020 03:21:56.959 	16108,03	1,86E-09
7/15/2020 03:21:57.181 	267,198	16108,474	1,36E-11	7/15/2020 03:21:57.513 	16108,585	1,86E-09	7/15/2020 03:21:57.736 	16108,807	8,81E-09	7/15/2020 03:21:58.071 	16109,142	1,85E-09
7/15/2020 03:21:58.293 	268,31	16109,586	1,24E-11	7/15/2020 03:21:58.625 	16109,697	1,83E-09	7/15/2020 03:21:58.848 	16109,92	8,89E-09	7/15/2020 03:21:59.182 	16110,253	1,84E-09
7/15/2020 03:21:59.404 	269,421	16110,697	1,17E-11	7/15/2020 03:21:59.736 	16110,808	1,80E-09	7/15/2020 03:21:59.960 	16111,031	8,98E-09	7/15/2020 03:22:00.293 	16111,364	1,83E-09
7/15/2020 03:22:00.514 	270,535	16111,811	1,19E-11	7/15/2020 03:22:00.850 	16111,922	1,78E-09	7/15/2020 03:22:01.072 	16112,144	9,05E-09	7/15/2020 03:22:01.407 	16112,478	1,82E-09
7/15/2020 03:22:01.629 	271,647	16112,923	1,05E-11	7/15/2020 03:22:01.962 	16113,034	1,76E-09	7/15/2020 03:22:02.185 	16113,257	9,14E-09	7/15/2020 03:22:02.519 	16113,59	1,82E-09
7/15/2020 03:22:02.741 	272,763	16114,039	1,23E-11	7/15/2020 03:22:03.079 	16114,15	1,74E-09	7/15/2020 03:22:03.302 	16114,373	9,21E-09	7/15/2020 03:22:03.634 	16114,706	1,81E-09
7/15/2020 03:22:03.856 	273,876	16115,152	1,09E-11	7/15/2020 03:22:04.192 	16115,263	1,72E-09	7/15/2020 03:22:04.414 	16115,485	9,28E-09	7/15/2020 03:22:04.748 	16115,819	1,80E-09
7/15/2020 03:22:04.969 	274,987	16116,263	1,09E-11	7/15/2020 03:22:05.303 	16116,374	1,69E-09	7/15/2020 03:22:05.529 	16116,601	9,36E-09	7/15/2020 03:22:05.864 	16116,936	1,79E-09
7/15/2020 03:22:06.087 	276,104	16117,38	1,09E-11	7/15/2020 03:22:06.419 	16117,491	1,67E-09	7/15/2020 03:22:06.649 	16117,721	9,43E-09	7/15/2020 03:22:06.983 	16118,054	1,79E-09
7/15/2020 03:22:07.205 	277,223	16118,499	1,00E-11	7/15/2020 03:22:07.538 	16118,61	1,65E-09	7/15/2020 03:22:07.760 	16118,832	9,50E-09	7/15/2020 03:22:08.096 	16119,167	1,78E-09
7/15/2020 03:22:08.318 	278,337	16119,613	1,11E-11	7/15/2020 03:22:08.653 	16119,724	1,63E-09	7/15/2020 03:22:08.879 	16119,95	9,56E-09	7/15/2020 03:22:09.213 	16120,284	1,78E-09
7/15/2020 03:22:09.434 	279,456	16120,732	1,01E-11	7/15/2020 03:22:09.772 	16120,843	1,61E-09	7/15/2020 03:22:09.993 	16121,065	9,62E-09	7/15/2020 03:22:10.327 	16121,398	1,77E-09
7/15/2020 03:22:10.549 	280,566	16121,842	9,91E-12	7/15/2020 03:22:10.881 	16121,953	1,59E-09	7/15/2020 03:22:11.104 	16122,176	9,69E-09	7/15/2020 03:22:11.440 	16122,511	1,76E-09
7/15/2020 03:22:11.662 	281,681	16122,957	1,07E-11	7/15/2020 03:22:11.997 	16123,068	1,57E-09	7/15/2020 03:22:12.218 	16123,29	9,75E-09	7/15/2020 03:22:12.552 	16123,623	1,75E-09
7/15/2020 03:22:12.774 	282,793	16124,069	9,92E-12	7/15/2020 03:22:13.109 	16124,18	1,55E-09	7/15/2020 03:22:13.335 	16124,406	9,81E-09	7/15/2020 03:22:13.669 	16124,74	1,75E-09
7/15/2020 03:22:13.890 	283,912	16125,188	9,99E-12	7/15/2020 03:22:14.227 	16125,299	1,53E-09	7/15/2020 03:22:14.449 	16125,521	9,87E-09	7/15/2020 03:22:14.784 	16125,856	1,74E-09
7/15/2020 03:22:15.007 	285,027	16126,303	9,00E-12	7/15/2020 03:22:15.343 	16126,414	1,52E-09	7/15/2020 03:22:15.565 	16126,636	9,92E-09	7/15/2020 03:22:15.900 	16126,971	1,73E-09
7/15/2020 03:22:16.121 	286,142	16127,418	9,21E-12	7/15/2020 03:22:16.457 	16127,529	1,50E-09	7/15/2020 03:22:16.680 	16127,751	9,98E-09	7/15/2020 03:22:17.014 	16128,085	1,73E-09
7/15/2020 03:22:17.235 	287,256	16128,532	9,55E-12	7/15/2020 03:22:17.571 	16128,643	1,49E-09	7/15/2020 03:22:17.793 	16128,865	1,00E-08	7/15/2020 03:22:18.128 	16129,199	1,72E-09
7/15/2020 03:22:18.350 	288,367	16129,643	1,15E-11	7/15/2020 03:22:18.682 	16129,754	1,46E-09	7/15/2020 03:22:18.905 	16129,977	1,01E-08	7/15/2020 03:22:19.239 	16130,31	1,71E-09
7/15/2020 03:22:19.461 	289,479	16130,755	8,89E-12	7/15/2020 03:22:19.794 	16130,866	1,45E-09	7/15/2020 03:22:20.016 	16131,088	1,02E-08	7/15/2020 03:22:20.351 	16131,422	1,71E-09
7/15/2020 03:22:20.573 	290,594	16131,87	1,02E-11	7/15/2020 03:22:20.910 	16131,981	1,44E-09	7/15/2020 03:22:21.139 	16132,211	1,02E-08	7/15/2020 03:22:21.473 	16132,545	1,70E-09
7/15/2020 03:22:21.696 	291,715	16132,991	9,98E-12	7/15/2020 03:22:22.031 	16133,102	1,42E-09	7/15/2020 03:22:22.253 	16133,324	1,03E-08	7/15/2020 03:22:22.590 	16133,661	1,70E-09
7/15/2020 03:22:22.812 	292,829	16134,105	1,08E-11	7/15/2020 03:22:23.144 	16134,216	1,41E-09	7/15/2020 03:22:23.376 	16134,447	1,03E-08	7/15/2020 03:22:23.712 	16134,783	1,69E-09
7/15/2020 03:22:23.934 	293,953	16135,229	9,49E-12	7/15/2020 03:22:24.269 	16135,34	1,39E-09	7/15/2020 03:22:24.492 	16135,563	1,04E-08	7/15/2020 03:22:24.825 	16135,897	1,68E-09
7/15/2020 03:22:25.048 	295,067	16136,343	1,12E-11	7/15/2020 03:22:25.383 	16136,454	1,37E-09	7/15/2020 03:22:25.606 	16136,677	1,05E-08	7/15/2020 03:22:25.938 	16137,01	1,68E-09
7/15/2020 03:22:26.160 	296,178	16137,454	9,13E-12	7/15/2020 03:22:26.494 	16137,565	1,36E-09	7/15/2020 03:22:26.716 	16137,787	1,06E-08	7/15/2020 03:22:27.050 	16138,122	1,67E-09
7/15/2020 03:22:27.272 	297,293	16138,569	9,00E-12	7/15/2020 03:22:27.608 	16138,68	1,33E-09	7/15/2020 03:22:27.832 	16138,903	1,06E-08	7/15/2020 03:22:28.165 	16139,236	1,66E-09
7/15/2020 03:22:28.386 	298,405	16139,681	9,91E-12	7/15/2020 03:22:28.720 	16139,792	1,31E-09	7/15/2020 03:22:28.952 	16140,023	1,07E-08	7/15/2020 03:22:29.286 	16140,357	1,66E-09
7/15/2020 03:22:29.507 	299,526	16140,802	9,27E-12	7/15/2020 03:22:29.841 	16140,913	1,29E-09	7/15/2020 03:22:30.064 	16141,136	1,07E-08	7/15/2020 03:22:30.398 	16141,469	1,65E-09
7/15/2020 03:22:30.620 	300,637	16141,913	1,03E-11	7/15/2020 03:22:30.952 	16142,024	1,27E-09	7/15/2020 03:22:31.176 	16142,247	1,08E-08	7/15/2020 03:22:31.510 	16142,581	1,65E-09
7/15/2020 03:22:31.733 	301,75	16143,026	9,23E-12	7/15/2020 03:22:32.065 	16143,137	1,23E-09	7/15/2020 03:22:32.294 	16143,365	1,09E-08	7/15/2020 03:22:32.627 	16143,699	1,64E-09
7/15/2020 03:22:32.849 	302,87	16144,146	1,00E-11	7/15/2020 03:22:33.185 	16144,257	1,20E-09	7/15/2020 03:22:33.409 	16144,481	1,09E-08	7/15/2020 03:22:33.744 	16144,816	1,63E-09
7/15/2020 03:22:33.967 	303,986	16145,262	9,87E-12	7/15/2020 03:22:34.302 	16145,373	1,17E-09	7/15/2020 03:22:34.524 	16145,595	1,10E-08	7/15/2020 03:22:34.857 	16145,929	1,62E-09
7/15/2020 03:22:35.080 	305,1	16146,376	8,84E-12	7/15/2020 03:22:35.416 	16146,487	1,15E-09	7/15/2020 03:22:35.638 	16146,709	1,11E-08	7/15/2020 03:22:35.971 	16147,043	1,62E-09
7/15/2020 03:22:36.193 	306,215	16147,491	8,60E-12	7/15/2020 03:22:36.530 	16147,602	1,12E-09	7/15/2020 03:22:36.752 	16147,824	1,11E-08	7/15/2020 03:22:37.087 	16148,158	1,61E-09
7/15/2020 03:22:37.309 	307,329	16148,605	8,74E-12	7/15/2020 03:22:37.645 	16148,716	1,09E-09	7/15/2020 03:22:37.866 	16148,938	1,11E-08	7/15/2020 03:22:38.201 	16149,273	1,61E-09
7/15/2020 03:22:38.424 	308,441	16149,717	9,29E-12	7/15/2020 03:22:38.757 	16149,828	1,06E-09	7/15/2020 03:22:38.979 	16150,051	1,12E-08	7/15/2020 03:22:39.313 	16150,385	1,60E-09
7/15/2020 03:22:39.536 	309,554	16150,83	8,06E-12	7/15/2020 03:22:39.870 	16150,941	1,04E-09	7/15/2020 03:22:40.092 	16151,163	1,12E-08	7/15/2020 03:22:40.424 	16151,496	1,59E-09
7/15/2020 03:22:40.647 	310,665	16151,941	8,10E-12	7/15/2020 03:22:40.981 	16152,052	1,01E-09	7/15/2020 03:22:41.203 	16152,275	1,12E-08	7/15/2020 03:22:41.537 	16152,609	1,59E-09
7/15/2020 03:22:41.760 	311,779	16153,055	7,97E-12	7/15/2020 03:22:42.096 	16153,167	9,94E-10	7/15/2020 03:22:42.318 	16153,389	1,13E-08	7/15/2020 03:22:42.650 	16153,722	1,58E-09
7/15/2020 03:22:42.872 	312,89	16154,166	8,35E-12	7/15/2020 03:22:43.206 	16154,277	9,68E-10	7/15/2020 03:22:43.432 	16154,504	1,13E-08	7/15/2020 03:22:43.768 	16154,84	1,57E-09
7/15/2020 03:22:43.991 	314,008	16155,284	7,92E-12	7/15/2020 03:22:44.323 	16155,395	9,48E-10	7/15/2020 03:22:44.552 	16155,623	1,13E-08	7/15/2020 03:22:44.885 	16155,956	1,56E-09
7/15/2020 03:22:45.106 	315,128	16156,404	7,65E-12	7/15/2020 03:22:45.443 	16156,515	9,31E-10	7/15/2020 03:22:45.665 	16156,737	1,13E-08	7/15/2020 03:22:45.999 	16157,07	1,56E-09
7/15/2020 03:22:46.221 	316,238	16157,514	7,57E-12	7/15/2020 03:22:46.553 	16157,625	9,07E-10	7/15/2020 03:22:46.784 	16157,855	1,13E-08	7/15/2020 03:22:47.121 	16158,193	1,55E-09
7/15/2020 03:22:47.344 	317,361	16158,637	7,66E-12	7/15/2020 03:22:47.677 	16158,748	8,93E-10	7/15/2020 03:22:47.901 	16158,972	1,14E-08	7/15/2020 03:22:48.233 	16159,305	1,55E-09
7/15/2020 03:22:48.456 	318,473	16159,749	7,45E-12	7/15/2020 03:22:48.789 	16159,86	8,75E-10	7/15/2020 03:22:49.020 	16160,091	1,13E-08	7/15/2020 03:22:49.353 	16160,425	1,55E-09
7/15/2020 03:22:49.576 	319,593	16160,869	7,52E-12	7/15/2020 03:22:49.909 	16160,98	8,60E-10	7/15/2020 03:22:50.130 	16161,202	1,14E-08	7/15/2020 03:22:50.465 	16161,537	1,54E-09
7/15/2020 03:22:50.688 	320,707	16161,983	7,03E-12	7/15/2020 03:22:51.023 	16162,094	8,46E-10	7/15/2020 03:22:51.246 	16162,317	1,14E-08	7/15/2020 03:22:51.578 	16162,65	1,54E-09
7/15/2020 03:22:51.800 	321,819	16163,095	6,93E-12	7/15/2020 03:22:52.135 	16163,206	8,32E-10	7/15/2020 03:22:52.359 	16163,43	1,14E-08	7/15/2020 03:22:52.691 	16163,763	1,53E-09
7/15/2020 03:22:52.913 	322,931	16164,207	7,11E-12	7/15/2020 03:22:53.247 	16164,318	8,21E-10	7/15/2020 03:22:53.478 	16164,549	1,14E-08	7/15/2020 03:22:53.810 	16164,882	1,53E-09
7/15/2020 03:22:54.033 	324,051	16165,327	7,02E-12	7/15/2020 03:22:54.367 	16165,438	8,09E-10	7/15/2020 03:22:54.589 	16165,66	1,15E-08	7/15/2020 03:22:54.924 	16165,995	1,53E-09
7/15/2020 03:22:55.145 	325,164	16166,44	6,81E-12	7/15/2020 03:22:55.480 	16166,551	7,98E-10	7/15/2020 03:22:55.702 	16166,773	1,14E-08	7/15/2020 03:22:56.034 	16167,106	1,52E-09
7/15/2020 03:22:56.256 	326,275	16167,551	6,92E-12	7/15/2020 03:22:56.591 	16167,662	7,85E-10	7/15/2020 03:22:56.819 	16167,891	1,15E-08	7/15/2020 03:22:57.152 	16168,224	1,52E-09
7/15/2020 03:22:57.375 	327,392	16168,668	6,69E-12	7/15/2020 03:22:57.708 	16168,779	7,74E-10	7/15/2020 03:22:57.930 	16169,002	1,15E-08	7/15/2020 03:22:58.264 	16169,335	1,51E-09
7/15/2020 03:22:58.486 	328,503	16169,779	6,93E-12	7/15/2020 03:22:58.818 	16169,89	7,69E-10	7/15/2020 03:22:59.041 	16170,113	1,15E-08	7/15/2020 03:22:59.375 	16170,446	1,51E-09
7/15/2020 03:22:59.597 	329,615	16170,891	6,43E-12	7/15/2020 03:22:59.930 	16171,002	7,55E-10	7/15/2020 03:23:00.157 	16171,228	1,15E-08	7/15/2020 03:23:00.494 	16171,565	1,50E-09
7/15/2020 03:23:00.716 	330,733	16172,009	6,67E-12	7/15/2020 03:23:01.048 	16172,12	7,47E-10	7/15/2020 03:23:01.271 	16172,342	1,15E-08	7/15/2020 03:23:01.603 	16172,675	1,50E-09
7/15/2020 03:23:01.825 	331,843	16173,119	6,90E-12	7/15/2020 03:23:02.159 	16173,23	7,40E-10	7/15/2020 03:23:02.383 	16173,454	1,15E-08	7/15/2020 03:23:02.717 	16173,788	1,49E-09
7/15/2020 03:23:02.938 	332,956	16174,232	6,34E-12	7/15/2020 03:23:03.272 	16174,343	7,32E-10	7/15/2020 03:23:03.498 	16174,57	1,15E-08	7/15/2020 03:23:03.832 	16174,903	1,49E-09
7/15/2020 03:23:04.054 	334,071	16175,347	6,34E-12	7/15/2020 03:23:04.387 	16175,459	7,17E-10	7/15/2020 03:23:04.621 	16175,692	1,15E-08	7/15/2020 03:23:04.954 	16176,026	1,49E-09
7/15/2020 03:23:05.176 	335,194	16176,47	6,25E-12	7/15/2020 03:23:05.510 	16176,581	7,06E-10	7/15/2020 03:23:05.737 	16176,809	1,15E-08	7/15/2020 03:23:06.071 	16177,142	1,49E-09
7/15/2020 03:23:06.293 	336,31	16177,586	6,55E-12	7/15/2020 03:23:06.625 	16177,697	7,00E-10	7/15/2020 03:23:06.854 	16177,925	1,15E-08	7/15/2020 03:23:07.186 	16178,258	1,48E-09
7/15/2020 03:23:07.408 	337,426	16178,702	6,77E-12	7/15/2020 03:23:07.742 	16178,813	6,91E-10	7/15/2020 03:23:07.969 	16179,041	1,15E-08	7/15/2020 03:23:08.305 	16179,377	1,48E-09
7/15/2020 03:23:08.528 	338,545	16179,821	6,39E-12	7/15/2020 03:23:08.861 	16179,932	6,81E-10	7/15/2020 03:23:09.091 	16180,163	1,15E-08	7/15/2020 03:23:09.425 	16180,497	1,47E-09
7/15/2020 03:23:09.648 	339,665	16180,941	6,33E-12	7/15/2020 03:23:09.981 	16181,052	6,77E-10	7/15/2020 03:23:10.211 	16181,283	1,15E-08	7/15/2020 03:23:10.544 	16181,616	1,47E-09
7/15/2020 03:23:10.767 	340,784	16182,06	6,12E-12	7/15/2020 03:23:11.100 	16182,171	6,71E-10	7/15/2020 03:23:11.328 	16182,4	1,15E-08	7/15/2020 03:23:11.662 	16182,733	1,47E-09
7/15/2020 03:23:11.884 	341,901	16183,177	6,38E-12	7/15/2020 03:23:12.216 	16183,288	6,63E-10	7/15/2020 03:23:12.445 	16183,516	1,15E-08	7/15/2020 03:23:12.780 	16183,851	1,46E-09
7/15/2020 03:23:13.001 	343,019	16184,295	6,27E-12	7/15/2020 03:23:13.335 	16184,406	6,59E-10	7/15/2020 03:23:13.561 	16184,633	1,15E-08	7/15/2020 03:23:13.896 	16184,968	1,46E-09
7/15/2020 03:23:14.119 	344,136	16185,412	6,18E-12	7/15/2020 03:23:14.451 	16185,523	6,51E-10	7/15/2020 03:23:14.680 	16185,751	1,15E-08	7/15/2020 03:23:15.014 	16186,085	1,46E-09
7/15/2020 03:23:15.235 	345,253	16186,529	6,10E-12	7/15/2020 03:23:15.568 	16186,64	6,46E-10	7/15/2020 03:23:15.805 	16186,876	1,15E-08	7/15/2020 03:23:16.137 	16187,209	1,45E-09
7/15/2020 03:23:16.360 	346,377	16187,653	6,01E-12	7/15/2020 03:23:16.693 	16187,764	6,38E-10	7/15/2020 03:23:16.920 	16187,992	1,15E-08	7/15/2020 03:23:17.256 	16188,327	1,45E-09
7/15/2020 03:23:17.478 	347,495	16188,771	6,08E-12	7/15/2020 03:23:17.810 	16188,882	6,33E-10	7/15/2020 03:23:18.047 	16189,118	1,15E-08	7/15/2020 03:23:18.383 	16189,454	1,45E-09
7/15/2020 03:23:18.605 	348,622	16189,898	5,91E-12	7/15/2020 03:23:18.937 	16190,009	6,27E-10	7/15/2020 03:23:19.165 	16190,236	1,15E-08	7/15/2020 03:23:19.497 	16190,569	1,44E-09
7/15/2020 03:23:19.720 	349,738	16191,014	5,96E-12	7/15/2020 03:23:20.054 	16191,125	6,21E-10	7/15/2020 03:23:20.285 	16191,356	1,15E-08	7/15/2020 03:23:20.618 	16191,69	1,44E-09
7/15/2020 03:23:20.840 	350,858	16192,134	5,56E-12	7/15/2020 03:23:21.174 	16192,245	6,18E-10	7/15/2020 03:23:21.409 	16192,481	1,15E-08	7/15/2020 03:23:21.743 	16192,814	1,44E-09
7/15/2020 03:23:21.965 	351,982	16193,258	5,65E-12	7/15/2020 03:23:22.297 	16193,369	6,11E-10	7/15/2020 03:23:22.534 	16193,605	1,15E-08	7/15/2020 03:23:22.867 	16193,939	1,43E-09
7/15/2020 03:23:23.089 	353,107	16194,383	5,51E-12	7/15/2020 03:23:23.423 	16194,494	6,04E-10	7/15/2020 03:23:23.655 	16194,726	1,15E-08	7/15/2020 03:23:23.987 	16195,059	1,43E-09
7/15/2020 03:23:24.209 	354,227	16195,503	5,73E-12	7/15/2020 03:23:24.543 	16195,614	6,01E-10	7/15/2020 03:23:24.776 	16195,848	1,15E-08	7/15/2020 03:23:25.111 	16196,182	1,43E-09
7/15/2020 03:23:25.333 	355,35	16196,626	5,73E-12	7/15/2020 03:23:25.665 	16196,737	5,94E-10	7/15/2020 03:23:25.893 	16196,964	1,15E-08	7/15/2020 03:23:26.227 	16197,299	1,42E-09
7/15/2020 03:23:26.449 	356,467	16197,743	5,64E-12	7/15/2020 03:23:26.783 	16197,854	5,89E-10	7/15/2020 03:23:27.009 	16198,081	1,15E-08	7/15/2020 03:23:27.346 	16198,418	1,42E-09
7/15/2020 03:23:27.568 	357,586	16198,862	5,61E-12	7/15/2020 03:23:27.902 	16198,973	5,82E-10	7/15/2020 03:23:28.128 	16199,2	1,15E-08	7/15/2020 03:23:28.462 	16199,533	1,42E-09
7/15/2020 03:23:28.684 	358,701	16199,977	5,58E-12	7/15/2020 03:23:29.016 	16200,088	5,80E-10	7/15/2020 03:23:29.246 	16200,317	1,14E-08	7/15/2020 03:23:29.578 	16200,65	1,42E-09
7/15/2020 03:23:29.800 	359,818	16201,094	5,66E-12	7/15/2020 03:23:30.134 	16201,205	5,74E-10	7/15/2020 03:23:30.355 	16201,427	1,14E-08	7/15/2020 03:23:30.691 	16201,763	1,41E-09
7/15/2020 03:23:30.913 	360,931	16202,207	5,51E-12	7/15/2020 03:23:31.247 	16202,318	5,69E-10	7/15/2020 03:23:31.475 	16202,547	1,15E-08	7/15/2020 03:23:31.808 	16202,88	1,41E-09
7/15/2020 03:23:32.031 	362,048	16203,324	5,64E-12	7/15/2020 03:23:32.364 	16203,435	5,65E-10	7/15/2020 03:23:32.593 	16203,665	1,14E-08	7/15/2020 03:23:32.928 	16204	1,41E-09
7/15/2020 03:23:33.151 	363,168	16204,444	5,53E-12	7/15/2020 03:23:33.484 	16204,555	5,61E-10	7/15/2020 03:23:33.712 	16204,784	1,14E-08	7/15/2020 03:23:34.048 	16205,119	1,41E-09
